replication,threshold_eci_pre,rss_selected
890,-0.907,456.09510966291816
891,-0.21506667,457.5743338199006
892,-0.907,457.83752358881713
893,-0.73925,456.74655233960567
894,-0.907,457.70130404525304
895,-0.907,455.81508131376984
896,-0.907,457.0550842145853
897,-0.907,457.97866982111304
898,-0.907,457.64387904472886
899,-0.907,453.32710849189783
900,-0.73925,456.4539113977718
901,-0.907,458.09598319930757
902,-0.907,454.5472858264455
903,-0.907,457.61934132126385
904,-0.73925,458.0847714944933
905,-0.21506667,457.0469802212585
906,-0.907,457.5938015330008
907,-0.907,457.90790663777784
908,-0.907,456.3972450809693
909,0.09166667,454.08342273176703
910,-0.907,456.319131031331
911,-0.907,455.20799882770064
912,-0.907,457.8359344508302
913,-0.907,456.27089476187973
914,-0.907,456.64158265216804
915,-0.73925,457.7176718733544
916,-0.907,457.5955169965301
917,-0.73925,457.2665767083799
918,-0.907,457.3570169605182
919,-0.907,457.8139251825983
920,-0.907,452.52129619205726
921,-0.907,455.2162266723955
922,-0.907,456.242854131808
923,-0.57963333,457.25224600156895
924,-0.907,457.13403650245584
925,-0.907,457.0597497494374
926,-0.907,455.0109526162446
927,-0.57963333,455.3194919071867
928,-0.57963333,455.6482901109317
929,-0.73925,456.7967967482843
930,-0.907,455.32358463626906
931,-0.907,451.5420939774878
932,-0.907,456.6231262724302
933,-0.907,457.77339284142784
934,-0.73925,456.9912946469683
935,0.28161667,454.8041622474285
936,-0.907,456.2975832147649
937,-0.907,457.48290713267033
938,-0.907,456.9115394226617
939,-0.907,457.96298610023234
940,-0.907,456.63798201154043
941,-0.907,456.4152733970458
942,-0.73925,457.85471014405675
943,-0.907,455.97477875960317
944,0.28161667,454.1814439739027
945,-0.907,457.1756581845276
946,-0.57963333,456.67426993896646
947,-0.38943333,455.0030387247261
948,-0.907,455.28442656741925
949,-0.73925,452.4186074976183
950,-0.73925,451.96281697215437
951,-0.73925,456.24083343351384
952,-0.907,457.77023320574887
953,-0.73925,451.12327321158614
954,-0.907,458.0567093108474
955,-0.907,458.390968271567
956,-0.73925,457.6047928866292
957,-0.907,456.8645878246622
958,0.09166667,455.6789311174143
959,-0.73925,457.522133929725
960,-0.21506667,454.10805148785755
961,-0.907,457.8443223737827
962,-0.38943333,453.50788989483215
963,-0.73925,457.0682506904356
964,-0.907,458.4864218100489
965,-0.73925,458.04282536266555
966,-0.73925,455.8439681155627
967,-0.73925,454.8646258918616
968,-0.907,457.8275644989943
969,-0.73925,455.7180878638071
970,-0.907,454.7647100298011
971,-0.57963333,455.87678626506784
972,-0.907,457.21644661566177
973,-0.907,455.8984600180006
974,-0.907,458.1980380846751
975,-0.21506667,455.8446686779157
976,-0.907,456.25164615824235
977,-0.73925,457.96806348810014
978,-0.907,453.39240300812037
979,-0.907,456.56680562305587
980,-0.907,457.4845171497297
981,-0.907,456.9157850128777
982,0.7145,447.29975051645386
983,-0.21506667,457.8410824690843
984,-0.73925,457.0559094919431
985,-0.907,457.7502603553147
986,-0.907,457.7322402792488
987,-0.73925,456.72020976582985
988,-0.907,458.37077078885204
989,-0.907,455.9844374882856
990,-0.73925,457.057333006984
991,-0.907,457.13653894804406
992,0.51945,456.89607394920114
993,-0.907,457.9773728955966
994,0.28161667,455.6144484417118
995,0.09166667,455.1120178749484
996,-0.907,455.26490722971937
997,-0.907,455.2548800575214
998,-0.38943333,455.40111770227804
999,-0.907,456.42784923433896
