outcome_key,regime,excluded_country,estimate,p_cluster
gvc,R1,PAK,0.2504477526320889,0.3066525900790869
gvc,R1,PAN,0.25593228628504,0.2909139383680604
gvc,R1,PER,0.21194069566963228,0.4194378518065965
gvc,R1,PHL,0.25619746327437676,0.29006688809818487
gvc,R1,PLW,0.25593228628504,0.2909139383680604
gvc,R1,PNG,0.25593228628504,0.2909139383680604
gvc,R1,POL,0.25593228628501186,0.29111092913275416
gvc,R1,PRT,0.25593228628503656,0.29111092913272935
gvc,R1,PRY,0.25593228628504,0.2909139383680604
gvc,R1,PSE,0.25593228628504,0.2909139383680604
gvc,R1,PYF,0.25593228628504,0.2909139383680604
gvc,R1,QAT,0.25593228628504,0.2909139383680604
gvc,R1,ROU,0.29207070141134367,0.2340879414168467
gvc,R1,RUS,0.25055712293924104,0.30142248163469454
gvc,R1,RWA,0.25593228628504,0.2909139383680604
gvc,R1,SAU,0.2556277747586253,0.29108274116728816
gvc,R1,SDN,0.25593228628504,0.2909139383680604
gvc,R1,SEN,0.2670007905436051,0.2803814079149888
gvc,R1,SGP,0.25593228628502424,0.2911109291327456
gvc,R1,SLB,0.25593228628504,0.2909139383680604
gvc,R1,SLE,0.25593228628504,0.2909139383680604
gvc,R1,SLV,0.25593228628504,0.2909139383680604
gvc,R1,SMR,0.25593228628504,0.2909139383680604
gvc,R1,SOM,0.25593228628504,0.2909139383680604
gvc,R1,SRB,0.25593228628504,0.2909139383680604
gvc,R1,SSD,0.25593228628504,0.2909139383680604
gvc,R1,STP,0.25593228628503306,0.291110929132725
gvc,R1,SUR,0.25593228628504,0.2909139383680604
gvc,R1,SVK,0.25593228628503073,0.2911109291327365
gvc,R1,SVN,0.25593228628502834,0.2911109291327361
gvc,R1,SWE,0.25593228628503256,0.29111092913273445
gvc,R1,SWZ,0.25593228628504,0.2909139383680604
gvc,R1,SXM,0.25593228628504,0.2909139383680604
gvc,R1,SYC,0.25593228628504,0.2909139383680604
gvc,R1,SYR,0.25593228628504,0.2909139383680604
gvc,R1,TCA,0.25593228628504,0.2909139383680604
gvc,R1,TCD,0.25593228628504,0.2909139383680604
gvc,R1,TGO,0.25593228628504,0.2909139383680604
gvc,R1,THA,0.256674262048474,0.29035947037204163
gvc,R1,TJK,0.25593228628504,0.2909139383680604
gvc,R1,TKM,0.25593228628504,0.2909139383680604
gvc,R1,TLS,0.25593228628504,0.2909139383680604
gvc,R1,TON,0.25593228628504,0.2909139383680604
gvc,R1,TTO,0.25593228628504,0.2909139383680604
gvc,R1,TUN,0.2620089631164394,0.27933541283803864
