estimate,se,tvalue,p_cluster,ci_low_95,ci_high_95,p_wild_bootstrap,bootstrap_reps_requested,bootstrap_reps_success,test_id,hypothesis,outcome,test_type,expected_direction,alternative,pvalue_for_fdr,n_obs,n_countries,n_years,within_r2,inference,outcome_key,moderator,moderator_label,model,focal_term,focal_label,regime,regime_reference,regime_left,regime_right,wald_chi2,wald_df,available_regimes,placebo_post_start,qvalue_bh_full_structural_family,fdr_significant_0_05
0.041884519634510536,0.0630985092503184,0.6637957082052487,0.507494683909385,-0.08244916913699904,0.1662182084060201,,0,0,adjustment_C_region_x_year_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.507494683909385,2507,228,11.0,0.05693659714475052,country_clustered,recovery,,,C_region_x_year,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.789415883135952,0
0.021156506153943745,0.08236687175819783,0.25685698269629953,0.7975218352672422,-0.141144903498059,0.18345791580594648,,0,0,adjustment_D_country_trends_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.7975218352672422,2507,228,11.0,0.40806627307341325,country_clustered,recovery,,,D_country_trends,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.8647692307692307,0
0.022558580080794845,0.04990489504619059,0.452031410143539,0.6516779869018443,-0.0757774941397954,0.1208946543013851,,0,0,adjustment_D_country_trends_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.6516779869018443,2507,228,11.0,0.40806627307341325,country_clustered,recovery,,,D_country_trends,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.789415883135952,0
0.05721588845139078,0.04753438783534956,1.2036736151852039,0.2304397841182695,-0.036638175889231656,0.1510699527920132,,0,0,adjustment_E_gps_overlap_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.2304397841182695,1826,166,11.0,0.015603869837780393,country_clustered,recovery,,,E_gps_overlap,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.789415883135952,0
0.021295991984734336,0.037102542226669026,0.573976625499989,0.5667652175406478,-0.051960960380030424,0.0945529443494991,,0,0,adjustment_E_gps_overlap_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.5667652175406478,1826,166,11.0,0.015603869837780393,country_clustered,recovery,,,E_gps_overlap,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.789415883135952,0
-0.007979216253793123,0.0182940851131007,-0.4361637220152142,0.6631324680268987,-0.04402715323100929,0.028068720723423042,,0,0,adjustment_A_FE_diversification_eci_exposure_post,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.6631324680268987,2507,228,11.0,0.0028591328514816494,country_clustered,diversification,,,A_FE,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.789415883135952,0
0.0003319216030308221,0.008650851851468898,0.0383686611133518,0.9694274690707703,-0.01671431822875322,0.017378161434814864,,0,0,adjustment_A_FE_diversification_eci_exposure_post_x_moderator,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.9694274690707703,2507,228,11.0,0.0028591328514816494,country_clustered,diversification,,,A_FE,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.9811073180957193,0
-0.021660059253891403,0.010223137531393258,-2.118729126687144,0.03561043178796115,-0.041845088478584244,-0.001475030029198559,,0,0,adjustment_B_structural_x_year_diversification_eci_exposure_post,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.03561043178796115,1826,166,11.0,0.14255341037547642,country_clustered,diversification,,,B_structural_x_year,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.504,0
0.0038989127589596543,0.007772087222075021,0.5016558161989731,0.616578348916082,-0.011446650893363216,0.019244476411282525,,0,0,adjustment_B_structural_x_year_diversification_eci_exposure_post_x_moderator,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.616578348916082,1826,166,11.0,0.14255341037547642,country_clustered,diversification,,,B_structural_x_year,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.789415883135952,0
-0.007779163655279676,0.018628746608689756,-0.4175892140618268,0.6766421855451017,-0.04448654090661242,0.02892821359605307,,0,0,adjustment_C_region_x_year_diversification_eci_exposure_post,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.6766421855451017,2507,228,11.0,0.030280547540773473,country_clustered,diversification,,,C_region_x_year,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.789415883135952,0
