country_iso3_code,us_export_value_pre_baci_thousand_usd,china_import_value_pre_baci_thousand_usd,us_export_share_list1_pre,us_export_competition_share_list1_pre,china_import_share_list1_pre,us_export_share_list2_pre,us_export_competition_share_list2_pre,china_import_share_list2_pre,us_export_share_list3_pre,us_export_competition_share_list3_pre,china_import_share_list3_pre,us_export_share_list4a_pre,us_export_competition_share_list4a_pre,china_import_share_list4a_pre,us_tariffed_export_share_pre,us_china_competition_tariffed_share_pre,china_tariffed_import_share_pre
IRQ,22031401.328,23783654.52600002,1.655913732261525e-05,3.5014783082761e-06,0.1106497352676858,2.884927701771835e-06,1.7589931628563317e-06,0.0236920252261487,0.9939207580577376,0.0003289557753274,0.4442398290577993,0.0003535759656876,5.2690522772363e-05,0.321701399489963,0.9942937780884497,0.0003869067695709,0.900282989041597
ISL,1104743.973,1333754.5950000037,0.1133326264365146,0.0107057533620114,0.0970732588179009,0.0083481070957605,0.0019586329169399,0.0103147333486787,0.5917613781813323,0.0721037362838208,0.3709143629979379,0.0503860562812955,0.0058127597125847,0.2664982068909001,0.763828167994903,0.090580882275357,0.7448005620554177
ISR,66495193.68500006,18879480.768999964,0.163828680424724,0.0219485885167487,0.1388656320625535,0.051507478197971,0.0035474466384294,0.0279365759288271,0.1272036257698438,0.0284495992203247,0.4146375963820881,0.4014754054325294,0.0165499338610622,0.305072042259618,0.7440151898250682,0.0704955682365652,0.8865118466330868
ITA,136080261.8820003,93929811.546,0.348972760591677,0.0297865721154437,0.1377622032666691,0.0277289787718957,0.0034885230130653,0.0197732816922605,0.2936037658469906,0.0607117480955582,0.3821514584368249,0.2098408234602102,0.0482160230680019,0.2925797826661384,0.8801463286707736,0.1422028662920693,0.832266726061893
JAM,1320801.6249999972,1313583.9619999996,0.0269656035591265,0.0031736651457324,0.0925605104182903,0.0008058522792928,8.993403537313076e-05,0.0295017061117254,0.2743582163597053,0.0207672342906562,0.4426076709362256,0.1490977655331098,0.0063681167978813,0.3352411218004817,0.4512274377312344,0.0303989502696431,0.8999110092667232
JOR,5965817.791000004,8929776.072000034,0.0279734824036632,0.0015886590184242,0.1214640766190085,0.0001831705288834,3.389153062021185e-05,0.0205724738805073,0.0289301505755625,0.0047712788287679,0.3906427259624108,0.9096929113703806,0.2082518405646738,0.3310499139244247,0.96677971487849,0.2146456699424863,0.8637291903863513
JPN,395192092.4779979,469783728.4740002,0.6032264927423171,0.0453633240292469,0.1696583180730815,0.0573189131340251,0.0061043481279988,0.0276654611861877,0.2266843812771573,0.0375529161244402,0.3502610179975748,0.0681013947097091,0.013962635312267,0.2427748714147126,0.9553311818632088,0.1029832235939532,0.7903596686715567
KAZ,2292460.1729999995,16365067.800999986,0.0389710268698308,0.0026006426363272,0.2099669925467733,0.0004283049326501,7.843953411943869e-05,0.0490591881294217,0.4678403409715415,0.0090522198333039,0.329774613684781,0.1800719174369707,0.0048235319160997,0.2579431671368971,0.6873115902109933,0.0165548339198503,0.8467439614978732
KEN,1624212.431000002,12415946.517,0.0022974796453826,0.0003385984223529,0.2106673754931737,0.0014181660945556,0.0002501794969563,0.0862332319597249,0.1457593806582557,0.0040781941630153,0.3549566247700682,0.8391226369083242,0.1914135920166944,0.2428055449395104,0.9885976633065182,0.1960805640990189,0.8946627771624773
KGZ,26505.53099999997,7495288.484000019,0.0337706118771965,0.0058747730184586,0.0728790302289315,0.0892173033620795,0.0023784667041093,0.0247639889240051,0.2628219747795284,0.0300697630134744,0.3822590914433961,0.0982716399833681,0.0516495140791206,0.4581345921948362,0.4840815300021726,0.089972516815163,0.9380367027911692
KHM,10533178.876000002,12895524.776000025,0.0008900381461631,0.0002013811386416,0.0939745836676136,0.0005186842513847,1.0740247823225527e-05,0.0359733593675349,0.0987127400227775,0.0499795122798304,0.6670128154077356,0.8744955912585796,0.3152361608924059,0.1437446435254709,0.974617053678905,0.3654277945587013,0.9407054019683552
KIR,11397.945999999993,63287.19500000001,0.0314029387400151,0.0021894851221554,0.4413431974667232,0.0011747730687616,0.0002546678366729,0.0349202867973529,0.9397272104991554,0.02808438666083,0.310976556948053,0.012757035346544,0.0054207107417253,0.1672081848468714,0.9850619576544762,0.0359492503613838,0.9544482260590006
KNA,124334.49900000008,23690.954999999994,0.8640428188800596,0.1099720294448296,0.3623131275206086,0.0002711154206685,5.9754622946140985e-05,0.0150384397758553,0.0911681479490257,0.0411652514866349,0.3603843323327405,0.0434780374190432,0.0093941735958864,0.2059692401593774,0.9989601196687972,0.1605912091502971,0.943705139788582
KOR,210769890.15100044,276029157.1180011,0.4161255359205477,0.0427595878396004,0.1927587631702771,0.0434510419084949,0.0038693946886997,0.1277127044406029,0.2802478741659083,0.0514433701614059,0.3307107854804473,0.1028498944819377,0.0184296772927951,0.2269648976076032,0.8426743464768888,0.1165020299825013,0.8781471506989306
KWT,11108793.74899998,15249522.293000003,0.0019690145027644,0.0002765324122306,0.1264576545381495,0.0002528726397726,2.389203205351601e-05,0.0221975128463783,0.9908942194548256,0.0036159750266412,0.2944207569086243,0.0006476237800929,0.0001077982295299,0.2724931790753505,0.9937637303774556,0.0040241977004554,0.7155691033685027
LAO,211014.005,4296753.924999997,0.0066058269449935,0.0015785615578968,0.3910069562571001,2.872795101917525e-05,6.651884095979517e-06,0.09661751458108,0.2223664159163274,0.0841598157064481,0.2442990888755632,0.4000965243989371,0.0594763734424151,0.218057285884716,0.6290974952112773,0.1452214025908562,0.9499808455984596
LBN,303278.65300000034,6395668.534000016,0.0666774031075638,0.0053668429944938,0.0979807544228806,0.0164655703611292,0.0017826236745296,0.0228165067067247,0.3579375037648948,0.0452842968176899,0.4022641133327985,0.550630106498131,0.0835052310763363,0.3512923459144345,0.9917105837317188,0.1359389945630497,0.8743537203768385
LBR,163339.665,3391901.622999996,0.0012339440025176,0.0002506887165214,0.5761750313593935,0.0018308963716804,0.000385577898684,0.0326290288755818,0.9362482468664298,0.0010895529613882,0.1149513153200317,0.058674339756972,0.0011996387633442,0.0792846511751559,0.9979874269976,0.002925458339938,0.8030400267301632
LBY,1844619.029,4104265.2649999936,2.204032342767293e-05,2.9045141170345163e-06,0.0669451030232083,1.0006944366180017e-05,3.0719942744604058e-06,0.0149368632487744,0.8276235157498205,0.0033737740938525,0.3949318967812877,3.826752239364436e-05,3.5089162806599307e-06,0.4150297147033949,0.827693830540008,0.0033832595185247,0.8918435777566655
LCA,183513.6750000001,51575.50799999999,0.255790534411127,0.0565055668575586,0.1491652006607477,0.0242198626342151,0.0054412424325164,0.0403675132002577,0.2424080548765643,0.0411074526082468,0.4645167237131232,0.3787047586508194,0.0712779889792231,0.2223739609118345,0.901123210572726,0.1743322508775451,0.8764233984859633
LKA,8937534.308000017,11938492.728999993,0.0267975870912874,0.0064007133208895,0.1175242740309919,0.0004507255425463,4.869320323962804e-05,0.0291539653204742,0.1402290092333593,0.0263052205603568,0.5391376126874882,0.7955987957031054,0.2522276328579946,0.176032063067314,0.9630761175702984,0.2849822599424806,0.8618479151062683
LSO,898555.2039999998,225690.2399999999,0.0024742987298975,0.0001632082337078,0.1170601883360131,3.6480785881687473e-06,5.608374699237015e-07,0.0119087072617761,0.0012494513358803,0.000409139446975,0.6390565449352184,0.9960303796760382,0.2206064578975905,0.1095524467517957,0.9997577778204042,0.2211793664157433,0.8775778872848033
LTU,3906202.4469999983,2916904.182000005,0.0582537024354078,0.010887394945167,0.1489904027982221,0.0064367349980312,0.0010638307705213,0.0296544876358231,0.1950473367260168,0.048617653356956,0.4725135510124877,0.0521298910547735,0.0098708258035511,0.2163950025835984,0.3118676652142295,0.0704397048761956,0.8675534440301316
LUX,1581573.5089999984,1938113.616999995,0.1725586983134024,0.0126830726721603,0.1442333981599595,0.0985810935203266,0.0219620703531309,0.0084652771932926,0.349836998313052,0.0640904912167048,0.1805172503465266,0.3508844140610857,0.043547185681342,0.1929303544024381,0.9718612042078668,0.1422828199233381,0.5261462801022169
LVA,1079931.803000001,1783774.047000002,0.2228428242704505,0.0200218743157118,0.1001016744807475,0.0149883075533427,0.0024311683015764,0.0361377799550415,0.3262891916148148,0.0816898092116133,0.5318882582666016,0.412553881423196,0.0138596736897196,0.1792940370098339,0.976674204861804,0.1180025255186211,0.8474217497122246
MAC,231338.05499999973,9904001.35799999,0.1020477888949141,0.0343324997136843,0.076236008629998,0.0090524016898127,0.0030554969352493,0.0559590179733092,0.2617758241288924,0.1031232419232162,0.4025943236345826,0.4850354041404916,0.2307269394182005,0.2159116293206792,0.8579114188541109,0.3712381779903504,0.7507009795585692
MAR,3500741.2860000124,11211272.91999996,0.1049576995219288,0.0107694754007072,0.1428029867281126,0.0412273819197045,0.0042214787030201,0.0321320396506769,0.5492189387684989,0.0506239512643787,0.4399677473019731,0.1856661909291395,0.0518467035693835,0.2522285582715093,0.8810702111392719,0.1174616089374897,0.867131331952272
MDA,112447.19900000014,1267283.5940000012,0.0163461519392759,0.0021270308109156,0.1203429056622031,0.0030178252817128,0.00072072938896,0.0406474835181997,0.3912952335967029,0.0756052223478825,0.4053140334427783,0.5760582351188662,0.1348333646695827,0.2306612658634322,0.986717445936558,0.2132863472173409,0.7969656884866134
MDG,1334862.908999998,2218413.3410000005,0.0050790938562216,0.0008008862479955,0.1133979210955348,0.0002893825256478,6.792019459902635e-05,0.0258632496206215,0.2498956228021168,0.0105072948127763,0.5275856777314617,0.7382252479681432,0.0752449646672447,0.2222911681452966,0.9934893471521294,0.0866210659226156,0.8891380165929148
MDV,91663.185,852327.1880000031,0.0081388836750544,0.0007245631621993,0.1985664054635311,0.0021537108927646,0.0001285916279265,0.0494016659245649,0.9887032836574464,0.0043724538805445,0.3649505464326434,0.0002944693663001,3.65028663011864e-05,0.2727320954590964,0.9992903475915658,0.0052621115369717,0.8856507132798359
MEX,888956160.4929984,193494586.88,0.3290990046671761,0.029982946309877,0.3129206372297667,0.0576324487155669,0.0019877066309365,0.0725827907873719,0.4707887796782924,0.0890028211954226,0.3176060496209782,0.1098666903054429,0.0223179873187605,0.1487406157664189,0.9673869233664784,0.1432914614549967,0.8518500934045359
MHL,33590.259999999995,10450331.805999994,0.0071211118937453,0.0011739710939755,0.9082323132123524,0.0211021587805512,0.0060897628914191,0.0115234254983999,0.9408016490494564,0.0555938178970635,0.0122401247514992,0.0204474154114913,0.007876621924268,0.0009307260458864,0.9894723351352442,0.0707341738067263,0.932926589508138
MKD,522163.711,1294406.1519999965,0.6819063935295193,0.0135639690242419,0.1591868762997044,0.0009966184724008,5.571231028636898e-05,0.0207658917245319,0.1962302642666794,0.0119571134754556,0.3931573171324061,0.0979054555554896,0.0159634138986787,0.201778324829841,0.9770387318240892,0.0415402087086627,0.7748884099864836
MLI,27523.76200000001,1598088.5160000045,0.4357609980786783,0.0462742527623059,0.1450272570508849,0.1384620677943661,0.0086041685183432,0.0843897091117071,0.1336440490947421,0.0377024902649101,0.3503583946660421,0.2511973472231013,0.0364460832704516,0.3073108773907233,0.959064462190888,0.129026994816011,0.8870862382193574
MLT,1511669.3000000005,4781071.124000001,0.0776764170576196,0.0151803189367381,0.8304768862501456,0.099831254097705,0.0055911075254785,0.0076234910660576,0.0405302164964255,0.0117055853544484,0.0642685710023334,0.0109441456540792,0.0040075754430294,0.0319376087574806,0.2289820333058294,0.0364845872596946,0.9343065570760172
MMR,971279.2889999998,25811921.29200001,0.0374374265072999,0.0128313786899956,0.2230393581272966,0.0006100356578281,3.939426826087498e-05,0.0516616567172507,0.4305399710834361,0.1273743123125473,0.3584330075757461,0.5113778308928809,0.1912794391263,0.261597669836874,0.9799652641414452,0.3315245243971039,0.8947316922571675
MNE,7747.32,754830.8909999961,0.1503963951405131,0.0223535848417339,0.1941163852023656,0.0139348832886727,0.0024088274159937,0.0455637142174142,0.3100507014038405,0.066835049713789,0.311849612683646,0.5132440637536595,0.0558488316743878,0.2585080185861141,0.9876260435866858,0.1474462936459045,0.81003773068954
MNG,54534.673999999926,3947062.412999997,0.3333407109025722,0.023613850245854,0.2061962844366101,0.0041001253624437,0.0002972745535933,0.0545783345838367,0.1745619676758316,0.0276196732291551,0.3667003405451345,0.1369110228842665,0.047704605291988,0.2076469587358421,0.6489138268251141,0.0992354033205905,0.8351219183014235
MOZ,396848.775,4030089.838999992,0.1068143929636673,0.0021563892799603,0.1214163315330501,0.0060276008159531,0.0011042029357564,0.0941922051777864,0.5083933621818539,0.0012644994065361,0.3697907107623667,0.3766419362136118,0.0072169312834359,0.3111271192681721,0.9978772921750864,0.0117420229056889,0.8965263667413754
MRT,113079.36300000004,2429397.5669999914,0.0009722463682431,0.0001437104969537,0.0902140979216682,0.0002960310273413,3.0272706717120355e-05,0.0202346041124524,0.995624984198045,0.0077632492693424,0.4147939640214529,0.0023417977690588,0.0010580379000593,0.4037112781878423,0.9992350593626884,0.0089952703730727,0.928953944243416
MSR,1885.675,1048.881,0.545370225516062,0.0627002734122444,0.076576847135185,0.0176424887639704,0.0025550971001006,0.0069731456666676,0.3503307834064725,0.097350162060502,0.7897416389466488,0.0817001869357126,0.0286081315954957,0.0486184800754327,0.9950436846222176,0.1912136641683429,0.9219101118239342
MUS,930405.0989999984,2660276.040000002,0.0089970530137862,0.0011342096437227,0.0892157807804035,0.0014424394292791,6.479702359942754e-05,0.0267084982654657,0.1108751006533339,0.0130351180929907,0.4622306465610234,0.8739065422942192,0.1808812839423719,0.2291861306242491,0.9952211353906184,0.1951154087026848,0.8073410562311418
MWI,225824.6680000001,1009235.9990000008,0.0109338763646494,0.0011059999062661,0.1983142091624891,7.475711200868449e-05,1.5143604850781462e-05,0.0555220335536207,0.5385110097892404,0.0052099601422258,0.4054831975925178,0.4495869822334903,0.0506345009874043,0.2622220761667458,0.9991066254993888,0.0569656046407471,0.9215415164753734
MYS,105050438.764,110124841.62300046,0.2422790816912038,0.0585523937203027,0.2276032575357182,0.3107725539951558,0.0192281512798707,0.1188202221601841,0.2805758603751851,0.0992746105200022,0.3540955365774235,0.1196050728472138,0.0319014813818642,0.167261005714381,0.9532325689087586,0.2089566369020399,0.8677800219877069
NAM,324769.3599999996,1153630.958000002,0.0255929561828123,0.0022478833123706,0.3395034376322615,0.0039090941337569,0.0007589778905195,0.0698455805482986,0.4078857038730507,0.0059907747353693,0.3498064681790546,0.5468844228408746,0.0054976356797237,0.1884162430738095,0.9842721770304946,0.0144952716179833,0.9475717294334244
NCL,155978.81499999983,443523.8699999995,0.0280399617089026,0.0060725586398028,0.1313548084796429,0.0020869308437815,0.0001125450968378,0.0424145401689429,0.0413930571276618,0.0107528123914921,0.4046156410927789,0.0079754997497576,0.003093866325028,0.2741834165543335,0.0794954494301037,0.0200317824531608,0.8525684062956983
NER,233208.1139999999,1110647.7620000031,0.2355232202598234,0.0036978195006226,0.3674265549908876,0.0012633651331702,0.0004171098597914,0.064732660938815,0.744832124494605,0.0021493795503541,0.2672505767854774,0.0114743220298072,0.0010524760788107,0.2041429792211654,0.993093031917406,0.0073167849895789,0.9035527719363456
NFK,1715.641,5488.443000000001,0.6968112792827871,0.0686868348605729,0.1134640552885399,0.0005630548582133,0.0001084277612259,0.3453930376975764,0.2956545104715963,0.0641872253368602,0.2245505692598064,0.0069711553874033,0.0048966624046028,0.2999138371301296,1.0,0.1378791503632619,0.9833214993760524
NGA,14792454.07599999,30708412.37899994,0.04510985354909,0.0003045298960714,0.1608541622092439,0.0002245229211418,7.527573529324163e-06,0.0380424068031238,0.8520381450058997,0.0010940005440344,0.4248634340315878,0.0077115347740086,0.0014351764614781,0.2815235021368939,0.9050840562501402,0.0028412344751133,0.9052835051808494
NIC,8868731.936000004,3263465.069000007,0.1128108097324275,0.0064944545555007,0.0963941560117244,7.883167571702772e-05,1.1010861078224333e-05,0.0240638304193841,0.2376025610207371,0.0048156339715999,0.4819254031365874,0.6397235256339115,0.1177543205225585,0.2599239373075075,0.9902157280627932,0.1290754199107375,0.8623073268752036
NIU,1202.9700000000005,0.0,0.0861093792862664,0.0208032990744975,,0.0,0.0,,0.2072587013807492,0.0416215475557318,,0.5914046069311785,0.187302365657178,,0.8847726875981942,0.2497272122874074,0.0
NLD,48310416.51999997,133291365.84499957,0.2249902224399207,0.0248324493320114,0.1426218317779594,0.1115608212520542,0.0097916365347389,0.0153450720309858,0.2740446364298903,0.0350446007407687,0.3008328941848285,0.1657404562571966,0.0117614151436425,0.2307245653162739,0.776336136379062,0.0814301017511617,0.6895243633100478
NOR,14838990.306000035,24256705.82800012,0.1576940982334785,0.0210810192726145,0.1354944893715179,0.0059710512759195,0.0006259846954875,0.0165468620449148,0.5040160382055014,0.0364554662091565,0.2902853126029987,0.0702374097905147,0.0075824545364934,0.2875260400342261,0.7379185975054142,0.065744924713752,0.7298527040536577
NPL,308224.9729999996,3489990.552,0.0051196013893397,0.0008628824807411,0.1552085579972654,0.000231133121066,2.335334497974493e-05,0.0194020227250173,0.5756771337279026,0.0699788901905366,0.3785336683054736,0.4021040566365793,0.1266736542677299,0.2554532497198571,0.9831319248748878,0.1975387802839874,0.8085974987476136
NRU,2928.612,3629.962,0.5008451102433509,0.0687993640173788,0.1850870615174484,0.0104503430293941,0.0014539310020813,0.0851397342451519,0.3205139499530835,0.1452394951234485,0.2915799118558265,0.1287043145353498,0.0436779794235904,0.3967501588170897,0.9605137177611784,0.2591707695664991,0.9585568664355164
NZL,12023516.014999991,21909686.01700009,0.0856918732186677,0.0145811997384287,0.0997397092000504,0.0076471717495358,0.0011347340612524,0.023113379334011,0.2855880917625243,0.0234550644730733,0.3902467217177727,0.5640769913342192,0.0094314913980451,0.2742467865280125,0.943004128064947,0.0486024896707996,0.7873465967798466
OMN,3131364.1299999994,9053970.570000008,0.025496061999024,0.0017329397228997,0.1769955150185558,0.2220429797156806,0.0111502602301413,0.0313792533125054,0.4409340356721783,0.0325882339436657,0.3972624372027313,0.2662780677633936,0.0495936997914409,0.2681495831281455,0.9547511451502766,0.0950651336881478,0.873786788661938
PAK,11444670.637999974,43253858.144,0.0267017452634534,0.0015889000358884,0.2509192513386352,0.0010070669016661,6.179618395841948e-05,0.044653352900218,0.1251029086189768,0.0359509549628732,0.3883741783698017,0.8120660734561902,0.2687896776339783,0.2031983059115659,0.9648777942402866,0.3063913288166984,0.8871450885202208
PAN,5559226.135000029,15801898.38000004,0.0103460445039082,0.0026062003556891,0.1673980001888855,0.0007750717267773,0.0001459699858611,0.016427657219246,0.4383853129586691,0.0403111512642274,0.2653538611099449,0.0625265611721691,0.0106509372003031,0.4147979104394146,0.5120329903615237,0.0537142588060809,0.8639774289574912
PCN,35.077,0.0,0.801693417338997,0.0423336539501065,,0.0,0.0,,0.1983065826610029,0.1052719988513162,,0.0,0.0,,1.0,0.1476056528014227,0.0
PER,19562138.76899992,28710523.2929999,0.0132734509281509,0.0017305346973607,0.1361552562489552,0.005431151330363,0.0003785228640756,0.0292165530888989,0.519525332787504,0.0212417503140956,0.3108860631661224,0.2860905169463794,0.0328800432142668,0.2785252238488358,0.8243204519923975,0.0562308510897988,0.7547830963528125
PHL,32492941.29899999,77821643.7999997,0.3560758389809441,0.1047996869942271,0.1398576901173096,0.1344683268219386,0.0128171418646785,0.0547639152027269,0.2458096325138103,0.0743167440803996,0.3574306087710796,0.2380866531845206,0.0596113079080806,0.2865339224947095,0.9744404515012136,0.251544880847386,0.8385861365858257
PLW,4937.518000000005,45939.480999999854,0.5081168311690202,0.0538161059213584,0.3452773661069451,0.0002703787611508,6.126435372720583e-05,0.0598938416391776,0.4318307295284795,0.0239938096147177,0.3898081478108133,0.0477492942810537,0.0062173602878226,0.125715960961771,0.9879672337397042,0.084088540177626,0.9206953165187072
PNG,299444.98000000004,2409318.966999998,0.0029419661668731,0.0004744323520997,0.2188677374073901,0.0038931459128151,0.0001312092874584,0.052294120755992,0.1415096656487612,0.0008921516152541,0.3531816615628709,0.8514803621019126,0.0066539861660963,0.2238389156382713,0.999825139830362,0.0081517794209086,0.8481824353645244
POL,18416027.156999946,71377375.36999999,0.3849274027219025,0.0419088946512255,0.2531131216488159,0.0141411932541059,0.0022239154501609,0.0207371337672092,0.4180055990020622,0.1061931348136434,0.3035621295218828,0.1081507688938736,0.0231958190144149,0.222043484533354,0.9252249638719444,0.1735217639294449,0.799455869471262
PRK,0.0,9025618.703000017,,,0.1289692574330767,,,0.042594924364821,,,0.4971714124715308,,,0.2126787830469684,0.0,0.0,0.881414377316397
PRT,10076067.911000011,8919691.371999972,0.1218893197076625,0.0178241389356879,0.3041846323873017,0.0134698234667346,0.0018248195808724,0.011871084837351,0.3549114107394986,0.0512277905656293,0.3858659435016166,0.196988488617978,0.0626748259007626,0.1903798404203358,0.6872590425318738,0.1335515749829524,0.8923015011466053
PRY,522204.5270000002,8852847.368000008,0.0347027343943343,0.0031669599939576,0.1440460352461823,0.0007398844322925,4.05539461547031e-05,0.0209070394310676,0.5885635169914945,0.0603628411161084,0.324024060255322,0.3216023058337061,0.0051175642574311,0.2132854621243257,0.9456084416518274,0.068687919313652,0.7022625970568978
PSE,24084.680000000004,1140192.9309999968,0.0041726109709574,0.00048413481505,0.0639293307458685,0.0,0.0,0.02041219548659,0.5889048972209718,0.0596078554931868,0.3454203707916179,0.37068260819741,0.0365951801951345,0.304597768112282,0.9637601163893392,0.0966871705033714,0.7343596651363586
PYF,101185.59999999986,548509.9169999965,0.0393636940434212,0.002132671008712,0.1642318437790443,0.0010986642368084,8.349063999765131e-05,0.0155767484510221,0.567291007811389,0.0226213935971604,0.3750502618533355,0.3898518465078042,0.0582514838621466,0.2443258487156957,0.9976052125994228,0.0830890391080167,0.7991847027990978
QAT,3478780.181000001,10903429.751999978,0.0015197275265838,0.0002950609275498,0.1467331928934137,0.0013754229215553,1.3913407671451968e-05,0.0214544748139539,0.4213447325604387,0.0369856117457277,0.3646778011543253,0.26222436013125,0.0048532481277752,0.2124418693645566,0.686464243139828,0.0421478342087243,0.7453073382262497
ROU,6263790.777999991,11548699.006000016,0.3028580398411262,0.0622113548776082,0.2465463476466669,0.0252281264813344,0.0028698492356943,0.0237741782738778,0.4098336638280358,0.1012952968553785,0.4280425990349,0.2233655643343078,0.0594825898315354,0.156154371246759,0.9612853944848042,0.2258590908002165,0.8545174962022039
RUS,42244816.05400016,126477729.46399984,0.0512777598612571,0.0026611525558068,0.2078836382928884,0.0017206659843679,0.0002047430666675,0.043347687480115,0.3169860656484507,0.0175906894571166,0.3145579095513731,0.2478489869530055,0.0067171934552475,0.2327575267184038,0.6178334784470814,0.0271737785348385,0.7985467620427804
RWA,128964.7919999999,1291186.1899999925,0.0051597881071292,0.00078459443813,0.2164672493902692,6.47696155707366e-05,1.0435025357512506e-05,0.0531634147976756,0.3101411507723755,0.0281531847262782,0.3136522866620828,0.5823935031818609,0.0279957075473408,0.2103387490536911,0.8977592116769364,0.0569439217371066,0.7936216999037188
S19,119896437.21399988,137494988.666,0.2264531507682674,0.0631981032376909,0.204429614902398,0.1170006292760967,0.0145141993504405,0.1994746958787317,0.4020190891408055,0.132301247836175,0.3257527551335079,0.1758821093187388,0.0556371318509883,0.1465119650283032,0.9213549785039086,0.2656506822752948,0.8761690309429409
SAU,61463281.48900028,69643506.77500035,0.0134052441236391,0.0011161125030616,0.1185877343408652,0.0033337740523449,0.0002286195699929,0.0192916259851849,0.9629857406099072,0.0031138067171925,0.3430315821140653,0.0135190979210686,0.0008508886576585,0.2664710371916777,0.99324385670696,0.0053094274479056,0.7473819796317933
SDN,39316.156,7760360.481000012,0.000390908002298,1.1895550090332554e-05,0.1809317328025806,0.0,0.0,0.0352578249000028,0.0056609043874991,0.0004361945903021,0.3363997590565011,0.9939481876102024,0.0026377972054985,0.3441381805057414,0.9999999999999998,0.0030858873458909,0.896727497264826
SEN,251854.824,3716284.3130000015,0.0098138958021308,0.001897190770071,0.1322813605192537,0.0006113919025033,1.8463795688921644e-05,0.0311986213203381,0.5825909850350935,0.0239437403825435,0.4046968755159411,0.3208757915234532,0.1622905489129277,0.3254266539213519,0.9138920642631808,0.1881499438612311,0.893603511276885
SGP,48965919.12899987,131086400.74799933,0.3460803664351869,0.0452395225182303,0.2816969493272443,0.0952872758031551,0.008580467744983,0.1237211733975198,0.2021548174541979,0.0349497352326331,0.2130669258643614,0.0637232596365586,0.0142283381042436,0.1265521890244831,0.7072457193290986,0.1029980636000902,0.7450372376136087
SHN,44312.68999999999,0.0,0.0150362796751901,0.0029498461324888,,0.0076057445395438,0.0004243252212406,,0.9560382364510032,0.0095321146832897,,0.0142512675263,0.0057463133759445,,0.9929315281920372,0.0186525994129638,0.0
SLB,12931.585000000005,217504.6450000007,0.0989492780660684,0.0062554779677455,0.1590137534763907,0.0013695150285135,0.0001471107487715,0.053423167123626,0.8069044127228021,0.1020607708038951,0.4544734895201873,0.0898571211494955,0.0037624759429724,0.2697154490654657,0.9970803269668796,0.1122258354633848,0.93662585918567
SLE,100153.88400000003,760911.211999999,0.1069931246999866,0.021249099859685,0.2171320311679151,0.003692987083756,0.0005056244227263,0.0263276591066975,0.6790349338823445,0.0206650400601382,0.379474471457782,0.2060892316467726,0.0063021715609324,0.2420039133291153,0.9958102773128598,0.0487219359034821,0.8649380750615101
SLV,7615484.045999971,4263193.104999999,0.0369437442584855,0.0039612983521037,0.0846187672279978,0.0003681395671063,3.899880880930386e-05,0.0194965085917683,0.0624865709291252,0.0082123108452129,0.3884044234491702,0.8765067146987245,0.2318912310223637,0.286528346456406,0.9763051694534418,0.2441038390284896,0.7790480457253424
SMR,20350.53300000001,14481.07000000001,0.1679365351266228,0.0147206427424652,0.0911464415267655,0.0897759287189185,0.0392543906124295,0.0221893133587504,0.0803056607903095,0.0250621795120691,0.3301251910252487,0.0555159415234971,0.0178261092317505,0.4328856224022117,0.393534066159348,0.0968633220987144,0.8763465683129763
SOM,2810.639,1163504.387000001,0.0947827166704795,0.0201243735029493,0.0702892974996577,0.0185199878034852,0.0032333116879939,0.0195468949271782,0.040246719696126,0.0170764884802902,0.5246201688795173,0.8390479887313881,0.0520550681216275,0.2717950095705136,0.992597412901479,0.0924892417928612,0.8862513708768671
SPM,350.389,167.64200000000002,0.3908541649423925,0.0252847963378393,0.0228284081554741,0.0,0.0,1.7895276839932713e-05,0.5384786622867727,0.0031045762021421,0.9240405149067652,0.0706671727708347,0.0140144802948517,0.052373510218203,1.0,0.0424038528348333,0.9992603285572824
SRB,918166.7610000008,4067289.2259999993,0.3992851533862042,0.04282547266835,0.1721541395492582,0.0137709352342803,0.0034370112103405,0.0193510765098464,0.311866395259325,0.0603206746375062,0.3512676875465448,0.2574094696507967,0.0315443784698362,0.2257643752330488,0.9823319535306064,0.1381275369860331,0.7685372788386983
SSD,457.964,253596.9070000001,0.0995121887309919,0.0081453113995004,0.2650052668031946,0.253270999467207,0.0183183504010194,0.1881499090996403,0.6264313352141216,0.246954731852685,0.3027730066124185,0.0207854765876793,0.0004847921820434,0.1449373986252914,1.0,0.2739031858352483,0.9008655811405448
STP,1563.8529999999998,19256.144000000004,0.527016286057577,0.0984428856070952,0.1566888469467199,0.048206576960878,0.0104728000026481,0.0296894850807098,0.2319796042211128,0.0721177371492661,0.3191775051121342,0.1887523955256664,0.0241250675684147,0.3850759009695809,0.9959548627652344,0.2051584903274242,0.8906317381091449
SUR,271474.29700000014,513288.7969999992,0.0870895818177586,0.0212121146586097,0.100514969938064,0.0031550390201397,7.97945148670733e-05,0.0360950991104526,0.4917132062782357,0.0327676214060886,0.4879258917470594,0.0055543895560764,0.0003360442754568,0.3053202074854563,0.5875122166722105,0.0543955748550222,0.9298561682810323
SVK,8067465.430000002,19067531.18700002,0.7754309686580202,0.0332286957056407,0.3825931554775006,0.0113973083365291,0.0012512764101506,0.0197649894107394,0.1581118278185172,0.0369100134228267,0.182704576792571,0.0454751284877832,0.0137051894876581,0.1716947504578898,0.99041523330085,0.0850951750262763,0.7567574721387009
