dv,dropped_country,coef_z_eci_pe,pvalue_z_eci_pe,delta_vs_full
DV3_Partner_Diversification,SYR,0.0005814604729346834,0.9626567030019709,5.715622113682071e-06
DV3_Partner_Diversification,TCD,0.009897079382798876,0.2523259027517739,0.009321334531977874
DV3_Partner_Diversification,TGO,0.000544186606324997,0.9650888629249281,-3.155824449600428e-05
DV3_Partner_Diversification,THA,0.0005432021218367803,0.965124613932814,-3.2542728984221066e-05
DV3_Partner_Diversification,TJK,0.0008745461474958804,0.9446706329164481,0.0002988012966748791
DV3_Partner_Diversification,TKM,0.00025796621788963373,0.9836016843760226,-0.0003177786329313676
DV3_Partner_Diversification,TLS,-0.0007514051925619184,0.9505806459945897,-0.0013271500433829197
DV3_Partner_Diversification,TON,0.00048693970309396893,0.9687571389208495,-8.880514772703239e-05
DV3_Partner_Diversification,TUN,0.0006508290917945816,0.9582508787724672,7.508424097358028e-05
DV3_Partner_Diversification,TUR,0.0006142355247072833,0.9605977047083795,3.849067388628203e-05
DV3_Partner_Diversification,TZA,0.0008229276968197579,0.9477975042146746,0.0002471828459987566
DV3_Partner_Diversification,UGA,0.0007055277810946053,0.9547947819232558,0.00012978293027360397
DV3_Partner_Diversification,UKR,0.0004830141165416233,0.9689630759997364,-9.273073427937804e-05
DV3_Partner_Diversification,URY,0.0005172019777712989,0.9667925347525304,-5.854287304970238e-05
DV3_Partner_Diversification,USA,0.0006087565878603349,0.960942983058515,3.3011737039333536e-05
DV3_Partner_Diversification,UZB,0.0005726329042240453,0.9632554432435848,-3.1119465969560705e-06
DV3_Partner_Diversification,VEN,0.0005590894487985311,0.9640984190401232,-1.6655402022470187e-05
DV3_Partner_Diversification,VNM,0.001077235104831298,0.9311974029685562,0.0005014902540102966
DV3_Partner_Diversification,VUT,0.0005808853683959866,0.9627510949326121,5.140517574985307e-06
DV3_Partner_Diversification,WSM,0.00036224664340577255,0.9766453958820793,-0.00021349820741522877
DV3_Partner_Diversification,YEM,0.0005140694263322274,0.9669765819864177,-6.167542448877396e-05
DV3_Partner_Diversification,ZAF,0.0005749519104164629,0.9631091179756771,-7.929404045384225e-07
DV3_Partner_Diversification,ZMB,0.0005488016249096423,0.9647527742144819,-2.694322591135904e-05
DV3_Partner_Diversification,ZWE,0.0006619737053414665,0.9575583639130065,8.622885452046517e-05
