dv,dropped_country,coef_z_eci_pe,pvalue_z_eci_pe,delta_vs_full
DV2_Export_Recovery,MAC,-0.12924559088288998,0.08151311419855616,-0.026158728467921374
DV2_Export_Recovery,MAR,-0.10313629247658856,0.1828057457401251,-4.943006161996222e-05
DV2_Export_Recovery,MDA,-0.10279310342410838,0.18420875403451453,0.0002937589908602184
DV2_Export_Recovery,MDG,-0.10319225276010839,0.18930910086208352,-0.00010539034513978862
DV2_Export_Recovery,MDV,-0.10327694093231085,0.18161780075643363,-0.00019007851734224868
DV2_Export_Recovery,MEX,-0.1098683387447056,0.1665116944086239,-0.006781476329736996
DV2_Export_Recovery,MHL,-0.10305576701562437,0.18181039765892526,3.109539934423311e-05
DV2_Export_Recovery,MKD,-0.10283011606932055,0.18425024828325365,0.000256746345648054
DV2_Export_Recovery,MLI,-0.10111418847865647,0.18933598118914363,0.001972673936312133
DV2_Export_Recovery,MLT,-0.10332423724103658,0.18051165534413582,-0.00023737482606797644
DV2_Export_Recovery,MNE,-0.10337255715470554,0.18157642816987096,-0.00028569473973694137
DV2_Export_Recovery,MNG,-0.10625369973437451,0.17426918625969878,-0.00316683731940591
DV2_Export_Recovery,MOZ,-0.10299245014662146,0.18326601243067442,9.441226834713823e-05
DV2_Export_Recovery,MRT,-0.09816120108173676,0.2120437215800709,0.004925661333231843
DV2_Export_Recovery,MUS,-0.10320112010011583,0.18244447617995796,-0.00011425768514722323
DV2_Export_Recovery,MWI,-0.10288777525769342,0.1833123057932231,0.00019908715727517956
DV2_Export_Recovery,MYS,-0.10653628157973517,0.18817680171054385,-0.0034494191647665706
DV2_Export_Recovery,NAM,-0.10330885494995216,0.18156242926021637,-0.00022199253498356164
DV2_Export_Recovery,NER,-0.10549281133101615,0.17231814332106166,-0.0024059489160475483
DV2_Export_Recovery,NIC,-0.10300702858306411,0.18509027175428494,7.983383190449111e-05
DV2_Export_Recovery,NLD,-0.10291503473417489,0.18385153505847396,0.00017182768079371247
DV2_Export_Recovery,NOR,-0.10298474538577303,0.18352854290430998,0.0001021170291955753
DV2_Export_Recovery,NPL,-0.10337585801565498,0.18164395463710137,-0.00028899560068637586
DV2_Export_Recovery,NRU,-0.10968311899662572,0.14716658772981445,-0.00659625658165712
DV2_Export_Recovery,NZL,-0.10159643827520688,0.19743602376646308,0.0014904241397617202
DV2_Export_Recovery,OMN,-0.10381853155281247,0.1817678240765368,-0.0007316691378438656
DV2_Export_Recovery,PAK,-0.10343057000291987,0.18063267763796542,-0.00034370758795126966
DV2_Export_Recovery,PAN,-0.09900682072533121,0.2145582398954896,0.004080041689637395
DV2_Export_Recovery,PER,-0.10307950172070962,0.18421235455392682,7.360694258981559e-06
DV2_Export_Recovery,PHL,-0.10118953670026846,0.20250954810714927,0.0018973257147001377
DV2_Export_Recovery,PLW,-0.10023577753562973,0.2015659165873267,0.0028510848793388693
DV2_Export_Recovery,POL,-0.10337860859979396,0.18203737186511482,-0.00029174618482535886
DV2_Export_Recovery,PRT,-0.10319471295849675,0.18262009470466778,-0.00010785054352814571
DV2_Export_Recovery,PRY,-0.10300716137197058,0.18310617840796228,7.970104299802327e-05
DV2_Export_Recovery,PSE,-0.10280916253412554,0.18403336861011688,0.0002776998808430575
